Item,Open,Close,Volume
0,0.9850363986584718,0.9722668032851164,0.5248297101930104
1,0.9812364521936292,0.9817551637068908,0.6028477705212931
2,0.9905316251069392,0.9809344074610404,0.3804925514208466
3,0.99025870077521,0.987144970646202,0.4461272954198224
4,0.9876396768995794,0.9826595639013632,0.4070521296956558
5,0.9803232053913054,0.9772174794941636,0.4058690949669006
6,0.9986511239758776,0.9744049517217586,0.5585686279667059
7,0.9999999999999998,0.99300527479651,0.3879461855258888
8,0.9896183783046152,1.0000000000000002,0.4232598145013301
9,0.9944522881031232,0.9826700193949408,0.590628040957126
10,0.9803337024809872,0.9850852384113924,0.5666848893664496
11,0.9845850238021508,0.9762189798574918,0.42701357210957225
12,0.9901012444299816,0.9832921212628148,0.8065441591353634
13,0.9793049876921622,0.982873901519706,0.4680322065679465
14,0.9680206162841352,0.9744415459492806,0.5036250259700253
15,0.9841126547664658,0.954884545212168,0.7668931866873441
16,0.9659159498029172,0.9633378117697492,0.47820908427358894
17,0.980160500501236,0.9603266296193679,0.5122935589433228
18,0.9579329130998429,0.9727843502172132,0.6085280978186612
19,0.9169942633404888,0.9287562667614632,0.5543733337120699
20,0.9084338867049112,0.9130677986481048,0.4712532339010387
21,0.9180229781293135,0.902601849576814,0.5571700566034179
22,0.9054212219662096,0.9094031481491164,0.5354313500962263
23,0.9166583564706684,0.9016817661419754,0.4805327584989118
24,0.922478992699274,0.9153470962480464,0.5208057683009254
25,0.9233450025980297,0.9177414042773426,0.5014454635724906
26,0.9397519537708171,0.9237689963248944,0.5011718474742355
27,0.9578909247411154,0.938244627183238,0.4533236314739079
28,0.9530937547564936,0.9487367149884732,0.40125167941370615
29,0.9653543555049362,0.9606559776670659,0.4100187246917992
30,0.9656640196505516,0.9619629143642799,0.5112641717192606
31,0.9680993444567494,0.964409499861465,0.7175967030214947
32,0.9612762361635236,0.9650891069440162,0.4478903406419392
33,0.9667294742532632,0.9532900824415668,0.8147405088449281
34,0.9526423799001726,0.962109291274368,0.4502099289224783
35,0.9538442966687486,0.946405139920643,0.36535983846484776
36,0.96582147599578,0.94833940623252,0.348852958761074
37,0.9793732187750944,0.9648956803128286,0.4562463414999578
38,0.9667819597016728,0.9684871423567728,0.4761022874469144
39,0.9595179736418078,0.9583662245735468,0.3889946508752968
40,0.9538337995790668,0.9534625980855992,0.32941882533063715
41,0.9517028903736438,0.9485746548380184,0.3751531587690869
42,0.9574028100709078,0.947278173634382,0.4837217144835043
43,0.9537498228616116,0.9564424137552476,0.4031762284765089
44,0.963438636637992,0.94939018333708,0.3496337886327654
45,0.9565158059927884,0.9558150841405848,0.3573982877009391
46,0.9588041715434396,0.9487105762545288,0.4689444895581474
47,0.9666874858945356,0.953514875553488,0.4916023738334298
48,0.9641944270950876,0.9607553048560542,0.5191914300708828
49,0.9593290260275338,0.9561496599350716,0.5103088637440302
50,0.9551564328789844,0.9514185490911564,0.5600177894749712
51,0.9381721417736932,0.945783038052769,0.7108900858006015
52,0.9452891685780118,0.9327188988274164,0.4708625393007588
53,0.9288874659500654,0.936712897374103,0.37894490740254383
54,0.9310341207900108,0.923225310658853,0.3950390877228605
55,0.9471524019965464,0.9339578748163756,0.5192761040648397
56,0.9475880312183448,0.9406650739464784,0.4923309626596829
57,0.9420193251421044,0.9418517724675491,0.43789000500398906
58,0.9392428449212455,0.9345120159759944,0.42996781446986143
59,0.9290606679298165,0.9308159989962728,0.6242497556325355
60,0.929653753496843,0.9220752063653046,0.39506818094985546
61,0.9237438920059412,0.9219131462148502,0.5149453709656423
